gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,total_score,average_score,math_pass,reading_pass,writing_pass,all_subjects_passed,grade,score_std,score_range,strongest_subject,weakest_subject
male,group c,master's degree,standard,completed,91,85,85,261,87.0,True,True,True,True,B,3.46,6,math,reading
male,group d,high school,standard,none,64,54,50,168,56.0,True,False,False,False,D,7.21,14,math,writing
female,group c,high school,standard,none,59,72,68,199,66.33,False,True,True,False,C,6.66,13,reading,math
male,group d,associate's degree,standard,none,80,75,69,224,74.67,True,True,True,True,C,5.51,11,math,writing
male,group c,master's degree,standard,none,71,67,67,205,68.33,True,True,True,True,C,2.31,4,math,reading
female,group a,high school,standard,none,61,68,63,192,64.0,True,True,True,True,D,3.61,7,reading,math
female,group e,some college,standard,none,87,85,93,265,88.33,True,True,True,True,B,4.16,8,writing,reading
male,group e,some high school,standard,none,82,67,61,210,70.0,True,True,True,True,C,10.82,21,math,writing
male,group c,some high school,standard,none,62,64,55,181,60.33,True,True,False,False,D,4.73,9,reading,writing
female,group b,bachelor's degree,standard,none,97,97,96,290,96.67,True,True,True,True,A,0.58,1,math,writing
male,group b,some college,free/reduced,none,75,68,65,208,69.33,True,True,True,True,C,5.13,10,math,writing
female,group c,bachelor's degree,standard,none,65,79,81,225,75.0,True,True,True,True,C,8.72,16,writing,math
male,group b,high school,standard,completed,52,49,46,147,49.0,False,False,False,False,F,3.0,6,math,writing
male,group c,associate's degree,free/reduced,none,87,73,72,232,77.33,True,True,True,True,C,8.39,15,math,writing
female,group c,associate's degree,standard,none,53,62,53,168,56.0,False,True,False,False,D,5.2,9,reading,math
female,group e,master's degree,free/reduced,none,81,86,87,254,84.67,True,True,True,True,B,3.21,6,writing,math
male,group d,bachelor's degree,free/reduced,completed,39,42,38,119,39.67,False,False,False,False,F,2.08,4,reading,writing
female,group c,some college,standard,completed,71,71,80,222,74.0,True,True,True,True,C,5.2,9,writing,math
male,group c,associate's degree,standard,none,97,93,91,281,93.67,True,True,True,True,A,3.06,6,math,writing
male,group d,some college,standard,completed,82,82,88,252,84.0,True,True,True,True,B,3.46,6,writing,math
male,group c,high school,free/reduced,none,59,53,52,164,54.67,False,False,False,False,D,3.79,7,math,writing
male,group b,associate's degree,standard,none,61,42,41,144,48.0,True,False,False,False,F,11.27,20,math,writing
male,group e,associate's degree,free/reduced,completed,78,74,72,224,74.67,True,True,True,True,C,3.06,6,math,writing
male,group c,associate's degree,free/reduced,none,49,51,51,151,50.33,False,False,False,False,D,1.15,2,reading,math
male,group b,high school,standard,none,59,58,47,164,54.67,False,False,False,False,D,6.66,12,math,writing
female,group c,some college,standard,completed,70,72,76,218,72.67,True,True,True,True,C,3.06,6,writing,math
male,group b,associate's degree,standard,completed,82,84,78,244,81.33,True,True,True,True,B,3.06,6,reading,writing
male,group e,associate's degree,free/reduced,none,90,90,82,262,87.33,True,True,True,True,B,4.62,8,math,writing
female,group c,bachelor's degree,free/reduced,none,43,62,61,166,55.33,False,True,True,False,D,10.69,19,reading,math
male,group c,some college,free/reduced,none,80,64,66,210,70.0,True,True,True,True,C,8.72,16,math,reading
male,group d,some college,standard,none,81,82,84,247,82.33,True,True,True,True,B,1.53,3,writing,math
male,group c,some high school,standard,none,57,61,54,172,57.33,False,True,False,False,D,3.51,7,reading,writing
female,group d,some high school,standard,none,59,72,80,211,70.33,False,True,True,False,C,10.6,21,writing,math
female,group d,associate's degree,standard,none,64,76,74,214,71.33,True,True,True,True,C,6.43,12,reading,math
male,group c,bachelor's degree,standard,completed,63,64,66,193,64.33,True,True,True,True,D,1.53,3,writing,math
female,group e,bachelor's degree,standard,completed,71,70,70,211,70.33,True,True,True,True,C,0.58,1,math,reading
female,group b,high school,free/reduced,none,64,73,71,208,69.33,True,True,True,True,C,4.73,9,reading,math
male,group d,bachelor's degree,free/reduced,none,55,46,44,145,48.33,False,False,False,False,F,5.86,11,math,writing
female,group e,associate's degree,standard,none,51,51,54,156,52.0,False,False,False,False,D,1.73,3,writing,math
female,group c,associate's degree,standard,completed,62,76,80,218,72.67,True,True,True,True,C,9.45,18,writing,math
female,group e,associate's degree,standard,completed,93,100,95,288,96.0,True,True,True,True,A,3.61,7,reading,math
male,group c,high school,free/reduced,none,54,72,59,185,61.67,False,True,False,False,D,9.29,18,reading,math
female,group d,some college,free/reduced,none,69,65,74,208,69.33,True,True,True,True,C,4.51,9,writing,reading
male,group d,high school,free/reduced,none,44,51,48,143,47.67,False,False,False,False,F,3.51,7,reading,math
female,group e,some college,standard,completed,86,85,91,262,87.33,True,True,True,True,B,3.21,6,writing,reading
female,group e,associate's degree,standard,none,85,92,85,262,87.33,True,True,True,True,B,4.04,7,reading,math
female,group a,master's degree,free/reduced,none,50,67,73,190,63.33,False,True,True,False,D,11.93,23,writing,math
male,group d,some high school,standard,completed,88,74,75,237,79.0,True,True,True,True,C,7.81,14,math,reading
female,group e,associate's degree,standard,none,59,62,69,190,63.33,False,True,True,False,D,5.13,10,writing,math
female,group e,some high school,free/reduced,none,32,34,38,104,34.67,False,False,False,False,F,3.06,6,writing,math
male,group b,high school,free/reduced,none,36,29,27,92,30.67,False,False,False,False,F,4.73,9,math,writing
female,group b,some high school,free/reduced,completed,63,78,79,220,73.33,True,True,True,True,C,8.96,16,writing,math
male,group d,associate's degree,standard,completed,67,54,63,184,61.33,True,False,True,False,D,6.66,13,math,reading
female,group d,some high school,standard,completed,65,78,82,225,75.0,True,True,True,True,C,8.89,17,writing,math
male,group d,master's degree,standard,none,85,84,89,258,86.0,True,True,True,True,B,2.65,5,writing,reading
female,group c,master's degree,standard,none,73,78,74,225,75.0,True,True,True,True,C,2.65,5,reading,math
female,group a,high school,free/reduced,completed,34,48,41,123,41.0,False,False,False,False,F,7.0,14,reading,math
female,group d,bachelor's degree,free/reduced,completed,93,100,100,293,97.67,True,True,True,True,A,4.04,7,reading,math
female,group d,some high school,free/reduced,none,67,84,84,235,78.33,True,True,True,True,C,9.81,17,reading,math
male,group d,some college,standard,none,88,77,77,242,80.67,True,True,True,True,B,6.35,11,math,reading
male,group b,high school,standard,none,57,48,51,156,52.0,False,False,False,False,D,4.58,9,math,reading
female,group d,some college,standard,completed,79,84,91,254,84.67,True,True,True,True,B,6.03,12,writing,math
female,group c,bachelor's degree,free/reduced,none,67,75,72,214,71.33,True,True,True,True,C,4.04,8,reading,math
male,group e,bachelor's degree,standard,completed,70,64,70,204,68.0,True,True,True,True,C,3.46,6,math,reading
male,group d,bachelor's degree,free/reduced,none,50,42,48,140,46.67,False,False,False,False,F,4.16,8,math,reading
female,group a,some college,standard,none,69,84,82,235,78.33,True,True,True,True,C,8.14,15,reading,math
female,group c,bachelor's degree,standard,completed,52,61,66,179,59.67,False,True,True,False,D,7.09,14,writing,math
female,group c,bachelor's degree,free/reduced,completed,47,62,66,175,58.33,False,True,True,False,D,10.02,19,writing,math
female,group b,associate's degree,free/reduced,none,46,61,55,162,54.0,False,True,False,False,D,7.55,15,reading,math
female,group e,some college,standard,none,68,70,66,204,68.0,True,True,True,True,C,2.0,4,reading,writing
male,group e,bachelor's degree,standard,completed,100,100,100,300,100.0,True,True,True,True,A,0.0,0,math,math
female,group c,high school,standard,none,44,61,52,157,52.33,False,True,False,False,D,8.5,17,reading,math
female,group c,associate's degree,standard,completed,57,77,80,214,71.33,False,True,True,False,C,12.5,23,writing,math
male,group b,some college,standard,completed,91,96,91,278,92.67,True,True,True,True,A,2.89,5,reading,math
male,group d,high school,free/reduced,none,69,70,67,206,68.67,True,True,True,True,C,1.53,3,reading,writing
female,group c,high school,free/reduced,none,35,53,46,134,44.67,False,False,False,False,F,9.07,18,reading,math
male,group d,high school,standard,none,72,66,66,204,68.0,True,True,True,True,C,3.46,6,math,reading
female,group b,associate's degree,free/reduced,none,54,65,65,184,61.33,False,True,True,False,D,6.35,11,reading,math
male,group d,high school,free/reduced,none,74,70,69,213,71.0,True,True,True,True,C,2.65,5,math,writing
male,group e,some high school,standard,completed,74,64,60,198,66.0,True,True,True,True,C,7.21,14,math,writing
male,group e,associate's degree,free/reduced,none,64,56,52,172,57.33,True,False,False,False,D,6.11,12,math,writing
female,group d,high school,free/reduced,completed,65,61,71,197,65.67,True,True,True,True,C,5.03,10,writing,reading
male,group e,associate's degree,free/reduced,completed,46,43,44,133,44.33,False,False,False,False,F,1.53,3,math,reading
female,group c,some high school,free/reduced,none,48,56,51,155,51.67,False,False,False,False,D,4.04,8,reading,math
male,group c,some college,free/reduced,completed,67,74,70,211,70.33,True,True,True,True,C,3.51,7,reading,math
male,group d,some college,free/reduced,none,62,57,62,181,60.33,True,False,True,False,D,2.89,5,math,reading
male,group d,associate's degree,free/reduced,completed,61,71,73,205,68.33,True,True,True,True,C,6.43,12,writing,math
male,group c,bachelor's degree,free/reduced,completed,70,75,74,219,73.0,True,True,True,True,C,2.65,5,reading,math
male,group c,associate's degree,standard,completed,98,87,90,275,91.67,True,True,True,True,A,5.69,11,math,reading
male,group d,some college,free/reduced,none,70,63,58,191,63.67,True,True,False,False,D,6.03,12,math,writing
male,group a,associate's degree,standard,none,67,57,53,177,59.0,True,False,False,False,D,7.21,14,math,writing
female,group e,high school,free/reduced,none,57,58,57,172,57.33,False,False,False,False,D,0.58,1,reading,math
male,group d,some college,standard,completed,85,81,85,251,83.67,True,True,True,True,B,2.31,4,math,reading
male,group d,some high school,standard,completed,77,68,69,214,71.33,True,True,True,True,C,4.93,9,math,reading
male,group c,master's degree,free/reduced,completed,72,66,72,210,70.0,True,True,True,True,C,3.46,6,math,reading
female,group d,master's degree,standard,none,78,91,96,265,88.33,True,True,True,True,B,9.29,18,writing,math
male,group c,high school,standard,none,81,66,64,211,70.33,True,True,True,True,C,9.29,17,math,writing
male,group a,some high school,free/reduced,completed,61,62,61,184,61.33,True,True,True,True,D,0.58,1,reading,math
female,group b,high school,standard,none,58,68,61,187,62.33,False,True,True,False,D,5.13,10,reading,math
female,group c,associate's degree,standard,none,54,61,58,173,57.67,False,True,False,False,D,3.51,7,reading,math
male,group b,high school,standard,none,82,82,80,244,81.33,True,True,True,True,B,1.15,2,math,writing
female,group d,some college,free/reduced,none,49,58,60,167,55.67,False,False,True,False,D,5.86,11,writing,math
male,group b,some high school,free/reduced,completed,49,50,52,151,50.33,False,False,False,False,D,1.53,3,writing,math
female,group e,high school,free/reduced,completed,57,75,73,205,68.33,False,True,True,False,C,9.87,18,reading,math
male,group e,high school,standard,none,94,73,71,238,79.33,True,True,True,True,C,12.74,23,math,writing
female,group d,some college,standard,completed,75,77,83,235,78.33,True,True,True,True,C,4.16,8,writing,math
female,group e,some high school,free/reduced,none,74,74,72,220,73.33,True,True,True,True,C,1.15,2,math,writing
male,group c,high school,standard,completed,58,52,54,164,54.67,False,False,False,False,D,3.06,6,math,reading
female,group c,some college,standard,none,62,69,69,200,66.67,True,True,True,True,C,4.04,7,reading,math
male,group e,associate's degree,standard,none,72,57,62,191,63.67,True,False,True,False,D,7.64,15,math,reading
male,group c,some college,standard,none,84,87,81,252,84.0,True,True,True,True,B,3.0,6,reading,writing
female,group d,master's degree,standard,none,92,100,100,292,97.33,True,True,True,True,A,4.62,8,reading,math
female,group d,high school,standard,none,45,63,59,167,55.67,False,True,False,False,D,9.45,18,reading,math
male,group c,high school,standard,none,75,81,71,227,75.67,True,True,True,True,C,5.03,10,reading,writing
female,group a,some college,standard,none,56,58,64,178,59.33,False,False,True,False,D,4.16,8,writing,math
female,group d,some high school,free/reduced,none,48,54,53,155,51.67,False,False,False,False,D,3.21,6,reading,math
female,group e,associate's degree,standard,none,100,100,100,300,100.0,True,True,True,True,A,0.0,0,math,math
female,group c,some high school,free/reduced,completed,65,76,75,216,72.0,True,True,True,True,C,6.08,11,reading,math
male,group d,some college,standard,none,72,57,58,187,62.33,True,False,False,False,D,8.39,15,math,reading
female,group d,some college,standard,none,62,70,72,204,68.0,True,True,True,True,C,5.29,10,writing,math
male,group a,some high school,standard,completed,66,68,64,198,66.0,True,True,True,True,C,2.0,4,reading,writing
male,group c,some college,standard,none,63,63,60,186,62.0,True,True,True,True,D,1.73,3,math,writing
female,group e,associate's degree,standard,none,68,76,67,211,70.33,True,True,True,True,C,4.93,9,reading,writing
female,group b,bachelor's degree,standard,none,75,84,80,239,79.67,True,True,True,True,C,4.51,9,reading,math
female,group d,bachelor's degree,standard,none,89,100,100,289,96.33,True,True,True,True,A,6.35,11,reading,math
male,group c,some high school,standard,completed,78,72,69,219,73.0,True,True,True,True,C,4.58,9,math,writing
female,group a,high school,free/reduced,completed,53,50,60,163,54.33,False,False,True,False,D,5.13,10,writing,reading
female,group d,some college,free/reduced,none,49,65,61,175,58.33,False,True,True,False,D,8.33,16,reading,math
female,group a,some college,standard,none,54,63,67,184,61.33,False,True,True,False,D,6.66,13,writing,math
female,group c,some college,standard,completed,64,82,77,223,74.33,True,True,True,True,C,9.29,18,reading,math
male,group b,some college,free/reduced,completed,60,62,60,182,60.67,True,True,True,True,D,1.15,2,reading,math
male,group c,associate's degree,standard,none,62,65,58,185,61.67,True,True,False,False,D,3.51,7,reading,writing
male,group d,high school,standard,completed,55,41,48,144,48.0,False,False,False,False,F,7.0,14,math,reading
female,group c,associate's degree,standard,none,91,95,94,280,93.33,True,True,True,True,A,2.08,4,reading,math
female,group b,high school,free/reduced,none,8,24,23,55,18.33,False,False,False,False,F,8.96,16,reading,math
male,group d,some high school,standard,none,81,78,78,237,79.0,True,True,True,True,C,1.73,3,math,reading
male,group b,some high school,standard,completed,79,85,86,250,83.33,True,True,True,True,B,3.79,7,writing,math
female,group a,some college,standard,completed,78,87,91,256,85.33,True,True,True,True,B,6.66,13,writing,math
female,group c,some high school,standard,none,74,75,82,231,77.0,True,True,True,True,C,4.36,8,writing,math
male,group a,high school,standard,none,57,51,54,162,54.0,False,False,False,False,D,3.0,6,math,reading
female,group c,associate's degree,standard,none,40,59,51,150,50.0,False,False,False,False,D,9.54,19,reading,math
male,group e,some high school,standard,completed,81,75,76,232,77.33,True,True,True,True,C,3.21,6,math,reading
female,group a,some high school,free/reduced,none,44,45,45,134,44.67,False,False,False,False,F,0.58,1,reading,math
female,group d,some college,free/reduced,completed,67,86,83,236,78.67,True,True,True,True,C,10.21,19,reading,math
male,group e,high school,free/reduced,completed,86,81,75,242,80.67,True,True,True,True,B,5.51,11,math,writing
female,group b,some high school,standard,completed,65,82,78,225,75.0,True,True,True,True,C,8.89,17,reading,math
female,group d,associate's degree,free/reduced,none,55,76,76,207,69.0,False,True,True,False,C,12.12,21,reading,math
female,group d,bachelor's degree,free/reduced,none,62,72,74,208,69.33,True,True,True,True,C,6.43,12,writing,math
male,group a,high school,standard,none,63,63,62,188,62.67,True,True,True,True,D,0.58,1,math,writing
female,group e,master's degree,standard,completed,88,99,95,282,94.0,True,True,True,True,A,5.57,11,reading,math
male,group c,high school,free/reduced,none,62,55,55,172,57.33,True,False,False,False,D,4.04,7,math,reading
female,group c,high school,free/reduced,completed,59,71,65,195,65.0,False,True,True,False,C,6.0,12,reading,math
female,group d,some college,standard,completed,68,78,77,223,74.33,True,True,True,True,C,5.51,10,reading,math
female,group d,some college,free/reduced,none,77,86,86,249,83.0,True,True,True,True,B,5.2,9,reading,math
